Автор объявления,Застройщик,Балкон / лоджия,Планировка,Жилая площадь,link,price,Площадь кухни,Этаж,Жилой фонд,Санузел,Количество комнат,Адрес,Высота потолков,id,Общая площадь,Ливинг,Тип,Состояние квартиры,Количество этажей,Тип здания,title,Парковочное место
Частное лицо,,2,Мс (Молд. Серия),57 м²,https://999.md/ru/103881022?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4ODEwMjIiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiOGY1NzdhZjEtYWQ0NS00ZWRlLWEwMjUtYWU4OWY4ZGZkYzNlIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDExOjAxOjA5Ljg2NTEyODEwOVoifX0.vQ-cbF35dMACaNVdlSYLrsNglP5GDLt_Wis_2S65joQ&adType=booster,92 000 €,13 м²,8,Вторичный,2,3-х комнатная квартира,"Кишинёв мун., Кодру, Центр, str. Costiujeni, 8/5",,103881022,70 м²,,Продам,Косметический pемонт,9,Панельный,"3-х комнатная квартира,  Центр,  Кодру,  Кишинёв мун.",Oткрытое
,Gonvaro-Con,4 и более,,170 м²,https://999.md/ru/103036067?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMzYwNjciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6IjRhNmFlMGRhLWU2NmEtNDUyYy05NWI1LTlkZTUwZmMzNGU5ZCIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMTE6MDE6MDkuODY1MTU2ODkyWiJ9fQ.aAAVK8Gb5AfVwfhYi1ebr99gD6LjETWKoiBdPADjQcs&adType=booster,365 000 €,,Пентхаус,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, bd. Alba-Iulia, 77/7",,103036067,170 м²,Квартира с ливингом,Продам,Индивидуальный дизайн,10,Kотельцовый,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Гараж
Частное лицо,Exfactor-grup,1,,,https://999.md/ru/103856623?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0NjksIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4NTY2MjMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNTJlY2FmYmMtOWNhYi00MjE5LThjZTEtNjYxNDhkMDY3YWUwIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJ0IjoiMjAyNi0wNC0wNVQxMTowMTowOS44NjUyMzAwNjhaIn19.jEsdtcayhl3KjX-oc5XssnsR80FCoiNr4oS9MN8-yFQ&adType=booster,240 000 €,,3,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, str. Hristo Botev, 6",,103856623,102 м²,Квартира с ливингом,Продам,Eвроремонт,10,Kомбинированный,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Застройщик,,1,,66 м²,https://999.md/ru/86423812?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NjQyMzgxMiIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiIyMmUwNmE5Mi1jMjM5LTQ3MWItYTI4Yi1hMmIzMzBmNjQ1MjYiLCJlIjoiODkuMTQ5LjkxLjE3MCIsImciOiJsaXRlIiwidCI6IjIwMjYtMDQtMDVUMTE6MDE6MDkuODY1Mjc4NTZaIn19.o7rzqxcdY8Ui91JDz4tef1ubumNQLLSuzKhiARprrDo&adType=booster,75 095 €,,5,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Криково, Центр, str.Chisinaului, 81",290 см,86423812,66 м²,Квартира с ливингом,Продам,Белый вариант,6,Mонолитный,"2-х комнатная квартира,  Центр,  Криково,  Кишинёв мун.",Гараж
Застройщик,Inamstro,,,,https://999.md/ru/103653313?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0NjksIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM2NTMzMTMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMTM5ZTZlMTAtNmQ0Mi00NTkxLWFjNzUtZDAyYmYzYjA1NDhiIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTA1VDExOjAxOjA5LjUxNzY2OTU0NloifX0.uyyhSVaW9s0Wd91sfwYb9euyLx1RO6zSC5c7KhrsTg8&adType=booster,149 900 €,,8,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Ion Dumeniuc, 6",275 см,103653313,64 м²,Квартира с ливингом,Продам,Eвроремонт,9,,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,AMIC,2,,,https://999.md/ru/103227827,205 000 €,,6,Вторичный,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Liviu Deleanu, 5/6",,103227827,108 м²,Квартира с ливингом,Продам,Eвроремонт,9,Kотельцовый,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,Exfactor-grup,1,Гостинка,45 м²,https://999.md/ru/103764077,51 000 €,1 м²,12,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Mihail Sadoveanu, 11/2",300 см,103764077,46 м²,,Продам,Eвроремонт,12,Kирпичный,"1-комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,1,Индивидуальная,61 м²,https://999.md/ru/102022976,159 900 €,28 м²,15,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 8",320 см,102022976,89 м²,Квартира с ливингом,Продам,Белый вариант,16,Mонолитный,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/103731157,97 500 €,,6,Новострой,,3-х комнатная квартира,"Кишинёв мун., Дурлешты, Окраина, ул. Картуша, 95/5",,103731157,76 м²,,Продам,,9,,"3-х комнатная квартира,  Окраина,  Дурлешты,  Кишинёв мун.",
Застройщик,,1,,,https://999.md/ru/103764681,115 900 €,,4,Новострой,1,1-комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Academician Sergiu Rădăuțanu, 7",,103764681,50 м²,Квартира с ливингом,Продам,,16,,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Oткрытое
Застройщик,,2,,,https://999.md/ru/103430206,63 900 €,,3,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",275 см,103430206,45 м²,Квартира с ливингом,Продам,Белый вариант,5,Kирпичный,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,,2,,,https://999.md/ru/103430303,107 500 €,,3,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Schinoasa-Vale, 3",275 см,103430303,84 м²,Квартира с ливингом,Продам,Белый вариант,7,Kирпичный,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Подземная
Частное лицо,,1,102,39 м²,https://999.md/ru/59334683,83 000 €,4 м²,4,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Ginta Latină, 1/1",300 см,59334683,59 м²,,Продам,Индивидуальный дизайн,5,Kотельцовый,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,2,,,https://999.md/ru/54578249,120 000 €,8 м²,1,Вторичный,2,4-x комнатная квартира,Расположение,245 см,54578249,80 м²,,Продам,Без ремонта,5,Блочный,"4-x комнатная квартира,  Центр,  Яловены,  Яловены",
Агентство,,,,,https://999.md/ru/103649730,77 500 €,,2,Вторичный,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Gheorghe Cașu, 2/8",,103649730,39 м²,,Продам,,2,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,Dansicons,1,Индивидуальная,,https://999.md/ru/103973606,145 900 €,,8,Новострой,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, Nicolae Testemițanu, 21/2",,103973606,78 м²,,Продам,Eвроремонт,14,Kомбинированный,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,1,,,https://999.md/ru/102937721,81 900 €,,5,Вторичный,1,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, Teilor, 9/3",,102937721,48 м²,,Продам,,5,Панельный,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/87039769?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0NjksIkMiOnsiciI6MSwiYiI6NDQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NzAzOTc2OSIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiZTc3MzAwMTgtNDU5Ni00ZGRiLWJjYTYtY2M0ODgyMzBiYjJlIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJ0IjoiMjAyNi0wNC0wNVQxMTowMTowOS41MTc3ODQyNVoifX0.VPow8uDgtqehkFMNnwBVG7WaIiVfw1vCTGm5-ZSVw0g&adType=booster,59 000 €,,8,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 98/1",,87039769,34 м²,,Продам,,8,,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",
Частное лицо,Exfactor-grup,,,,https://999.md/ru/100898043,92 000 €,,7,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, ул. Ион Буздуган, 11",,100898043,50 м²,,Продам,Белый вариант,9,,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",
Агентство,Lagmar Impex,1,Индивидуальная,,https://999.md/ru/103971743,132 000 €,,5,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, Calea Mosilor, 4",,103971743,85 м²,,Продам,Незавершенное cтроительство,17,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Подземная
Агентство,Horus,1,,,https://999.md/ru/101339163,132 900 €,,1,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Matei Basarab, 1/1",,101339163,87 м²,Квартира с ливингом,Продам,Белый вариант,11,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,Dansicons,1,,,https://999.md/ru/102635311,139 000 €,,13,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 21/1",,102635311,69 м²,Квартира с ливингом,Продам,Индивидуальный дизайн,14,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Агентство,,,,,https://999.md/ru/101334730,92 800 €,,5,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Ceucari, 1/1",,101334730,64 м²,,Продам,Незавершенное cтроительство,11,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,Lagmar Impex,1,,,https://999.md/ru/101391826,97 000 €,,13,Новострой,2,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Moșilor, 4",,101391826,64 м²,Квартира с ливингом,Продам,Незавершенное cтроительство,16,,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Агентство,,3,,,https://999.md/ru/102275514,95 900 €,,8,Вторичный,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1/4",,102275514,70 м²,Квартира с ливингом,Продам,,9,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Застройщик,Vasigur Grup,,,,https://999.md/ru/102997068,400 000 €,,10,Новострой,,4-x комнатная квартира,"Кишинёв мун., Кишинёв, Скулянка, ул. Каля Ешилор, 5",,102997068,160 м²,Квартира с ливингом,Продам,Белый вариант,10,Kирпичный,"4-x комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,Sky House,2,,,https://999.md/ru/103079854,150 000 €,,15,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 3",,103079854,108 м²,Квартира с ливингом,Продам,Белый вариант,18,Kирпичный,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Подземная
,,2,,,https://999.md/ru/103273431,880 000 €,,19,Новострой,4 и более,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Bogdan Petriceicu Hașdeu, 20",,103273431,188 м²,Квартира с ливингом,Продам,Индивидуальный дизайн,20,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Гараж
Агентство,,,,,https://999.md/ru/87211227?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzOTA0NjksIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI4NzIxMTIyNyIsImkiOiI4OS4xNDkuOTEuMTcwIiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaW5saW5lIiwieCI6InByZW1pdW0iLCJsIjoiM2RjY2YyY2UtOGY3Zi00NTJjLWI0NzYtMjMzMTk4YTFiOWUyIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDExOjAxOjA5LjUxNzgzMTQ4MloifX0.a48o-8q9fFfuQNViIdGK6ijoh_nx2POpp9zAFNxx0Jg&adType=booster,123 000 €,,6,Новострой,,2-х комнатная квартира,"Кишинёв мун., Дурлешты, Центр, str. Codrilor, 19",,87211227,85 м²,,Продам,Eвроремонт,8,,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",
Частное лицо,,,,,https://999.md/ru/101287900,178 900 €,,8,Новострой,2,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Ботаника, bd. Decebal, 99/A",,101287900,87 м²,,Продам,Белый вариант,10,,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",
Частное лицо,,1,Индивидуальная,,https://999.md/ru/103126869,98 500 €,,2,Вторичный,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Alexandru Marinescu, 19/1",2700 см,103126869,50 м²,Квартира с ливингом,Продам,Индивидуальный дизайн,5,Kотельцовый,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,,1,Индивидуальная,68 м²,https://999.md/ru/82621530,91 000 €,,6,Вторичный,1,2-х комнатная квартира,Расположение,,82621530,68 м²,,Продам,Индивидуальный дизайн,6,,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Oткрытое
Агентство,Braus Imobiliare,,,,https://999.md/ru/101673615,295 000 €,,Пентхаус,Новострой,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 15",300 см,101673615,128 м²,Квартира с ливингом,Продам,Сдан в эксплуатацию,21,Kомбинированный,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Oткрытое
Частное лицо,A-casa,1,Индивидуальная,57 м²,https://999.md/ru/102000711,110 000 €,12 м²,1,Вторичный,1,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Чокана, str. Transnistria, 22",280 см,102000711,72 м²,Квартира без ливинга,Продам,Eвроремонт,2,Kомбинированный,"3-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Под навесом
Застройщик,,,,,https://999.md/ru/43913464,128 000 €,,9,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Luca Caragiale, 24",,43913464,80 м²,,Продам,Белый вариант,10,,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,,,,,https://999.md/ru/43915724,128 000 €,,2,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Luca Caragiale, 24",,43915724,80 м²,,Продам,,10,Kирпичный,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",Гараж
Агентство,,,,,https://999.md/ru/102408497,129 900 €,,1,Вторичный,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Рышкановка, str. Aerodromului, 11",,102408497,73 м²,,Продам,,9,,"3-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/86326109,197 500 €,,3,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 28",,86326109,79 м²,,Продам,,5,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/86324981,117 500 €,,2,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 28",,86324981,47 м²,,Продам,Белый вариант,5,Kирпичный,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/86325608,177 500 €,,2,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 28",,86325608,71 м²,,Продам,Белый вариант,5,Kирпичный,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Застройщик,,,,,https://999.md/ru/86325477,157 500 €,,4,Новострой,,2-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Izmail, 28",,86325477,63 м²,,Продам,,5,,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
Застройщик,Vasigur Grup,,,,https://999.md/ru/86325750,127 500 €,,3,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 28",,86325750,51 м²,,Продам,Белый вариант,5,Kирпичный,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,Vasigur Grup,,,,https://999.md/ru/86324840,117 500 €,,2,Новострой,,1-комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 28",,86324840,47 м²,Квартира с ливингом,Продам,Белый вариант,5,,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Подземная
Застройщик,,,,,https://999.md/ru/86313904,205 000 €,,3,Новострой,,3-х комнатная квартира,"Кишинёв мун., Кишинёв, Центр, str. Ismail, 28",,86313904,82 м²,,Продам,Белый вариант,5,,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",
