Количество комнат,link,Парковочное место,id,Количество этажей,title,Тип,Планировка,Жилая площадь,price,Балкон / лоджия,Высота потолков,Санузел,Ливинг,Этаж,Адрес,Состояние квартиры,Автор объявления,Тип здания,Общая площадь,Жилой фонд,Застройщик,Площадь кухни
2-х комнатная квартира,https://999.md/ru/103986477,Oткрытое,103986477,11,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,97 000 €,1,,,Квартира с ливингом,9,Расположение,Сдан в эксплуатацию,Застройщик,,60 м²,Новострой,Solomon Construct Imobil,
1-комнатная квартира,https://999.md/ru/103983508,,103983508,12,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,124 900 €,,,1,Квартира с ливингом,7,"Кишинёв мун., Кишинёв, Рышкановка, str. Alecu Russo, 9/7",Eвроремонт,Агентство,,47 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103976280,,103976280,11,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,166 900 €,1,,1,Квартира с ливингом,10,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testemițanu, 3/3",Eвроремонт,Агентство,,72 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103845868,,103845868,9,"1-комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",Продам,,,72 000 €,,,,,1,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 47/2",Eвроремонт,Агентство,,34 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103845264,,103845264,9,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,147 900 €,,,1,,1,"Кишинёв мун., Кишинёв, Центр, str. Moara Roșie, 5",Eвроремонт,Агентство,,59 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103827440,,103827440,7,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,36 900 €,,,1,,2,"Кишинёв мун., Кишинёв, Телецентр, str. Vasile Cheltuială, 9/2",Eвроремонт,Агентство,,25 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103755026,,103755026,15,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,108 000 €,,,1,,11,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemițanu, 3/10",Eвроремонт,Агентство,,43 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103745169,,103745169,10,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,219 900 €,,,2,Квартира с ливингом,10,"Кишинёв мун., Кишинёв, Телецентр, str. Ialoveni, 100/2",Eвроремонт,Агентство,,140 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103744973,,103744973,5,"2-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,,,87 500 €,,,2,,5,"Кишинёв мун., Кишинёв, Старая Почта, str. Iazului, 74/1",Eвроремонт,Агентство,,61 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103613185,,103613185,4,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,92 900 €,,,1,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Ботаника, str. Minsk, 26/2",Eвроремонт,Агентство,,45 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103826397?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzg5ODYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MjYzOTciLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6IjQ0YTM2MzIxLTJlZDItNDU3Ny1iZjc0LWFlNDk2YzIyNTU0MyIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0wNVQwNzo0OTo0Ni40OTYzNTE5MzJaIn19.MqofWcEGZ9Fn-AAwPHJuVk1Nh04KMvT9UglLwYwD2I8&adType=booster,,103826397,10,"2-х комнатная квартира,  Центр,  Унгень,  Унгены",Продам,,68 м²,76 750 €76 751 €,,,,Квартира с ливингом,8,"Унгены, Унгень, Центр, str. Vasile Lupu, 3",,Застройщик,,68 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103931423?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzg5ODYsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM5MzE0MjMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiYTU2YjMzNTMtYWVmMy00YWM1LThjZjAtNWViNThjM2JhNTcyIiwiZSI6Ijg5LjE0OS45MS4xNzAiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTA1VDA3OjQ5OjQ2LjQ5NjM5NTY0OFoifX0.PGG1Kn68s5xJyKvA5cV-HD6iZiSOJx82zKLBidW72s8&adType=booster,,103931423,10,"1-комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",Продам,,,55 420 €,,,,,2,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 11/1",Белый вариант,Агентство,,37 м²,Новострой,,
3-х комнатная квартира,https://999.md/ru/103885816?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzkxMDUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4ODU4MTYiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImUxNWU2MGNjLWQ2MTgtNDQ0OS1hMjQ1LTBlZTQ4Y2Y1MjBjZCIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0wNVQwNzo1MTo0NS4yNzgyNDk2OTZaIn19.sefWRSTdB0F7aptP9E0Pl_lubwg4T2_UcyPt4lv8Ys4&adType=booster,Подземная,103885816,10,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,77 140 €,1,,2,Квартира с ливингом,3,"Кишинёв мун., Кишинёв, Ботаника, пр-т Дачия, 59",Белый вариант,Застройщик,Mонолитный,77 м²,Новострой,Metropolis City,
1-комнатная квартира,https://999.md/ru/103986462,,103986462,13,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,115 000 €,,,,,12,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 259/13",,Частное лицо,,48 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/102367462,Oткрытое,102367462,10,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,179 000 €,1,,1,Квартира с ливингом,2,Расположение,Eвроремонт,Агентство,Kирпичный,74 м²,Новострой,Exfactor-grup,
1-комнатная квартира,https://999.md/ru/103489509,Oткрытое,103489509,10,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Мс (Молд. Серия),,56 900 €,Нет,,1,Квартира без ливинга,9,"Кишинёв мун., Кишинёв, Рышкановка, ул. Флорилор, 2",Косметический pемонт,Агентство,Ячеистый Бетон,35 м²,Вторичный,,
1-комнатная квартира,https://999.md/ru/103471178,,103471178,20,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,80 900 €,1,,1,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Рышкановка, str. Tudor Vladimirescu, 1",Белый вариант,Агентство,,49 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103864226,Oткрытое,103864226,5,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,Чш (Чешка),,82 960 €,2,,2,,5,"Кишинёв мун., Кишинёв, Рышкановка, Московский пр-т, 12/2",Нуждается в ремонте,Агентство,Kотельцовый,54 м²,Вторичный,,10 м²
1-комнатная квартира,https://999.md/ru/103793740,,103793740,9,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Индивидуальная,,85 000 €,1,,1,Квартира с ливингом,1,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 99/5",Eвроремонт,Застройщик,Kотельцовый,41 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103286121,,103286121,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,,87 000 €,1,,1,,5,"Кишинёв мун., Кишинёв, Ботаника, str. Trandafirilor, 31/5",Eвроремонт,Агентство,,43 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/100621748,Oткрытое,100621748,10,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,Индивидуальная,,76 700 €,1,,2,Квартира с ливингом,10,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 99/7",Белый вариант,Застройщик,Kомбинированный,72 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103839114,,103839114,10,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,129 950 €131 000 €,1,280 см,1,Квартира с ливингом,9,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 72/5",Eвроремонт,Частное лицо,Kомбинированный,52 м²,Новострой,Lagmar Impex,
2-х комнатная квартира,https://999.md/ru/102367490,Oткрытое,102367490,14,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Продам,,,137 900 €,1,,1,Квартира без ливинга,2,"Кишинёв мун., Кишинёв, Центр, ул. Николае Тестемицану, 3/9",Eвроремонт,Агентство,,83 м²,Новострой,Eldorado Terra,
1-комнатная квартира,https://999.md/ru/103685368,Oткрытое,103685368,9,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,,38 м²,79 900 €,1,,1,Квартира с ливингом,7,"Кишинёв мун., Кишинёв, Ботаника, str. Băcioii Noi, 14",Сдан в эксплуатацию,Застройщик,Kотельцовый,38 м²,Новострой,Sky House,
2-х комнатная квартира,https://999.md/ru/103489194,,103489194,10,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,79 500 €,,,1,,10,"Кишинёв мун., Кишинёв, Рышкановка, str. Miron Costin, .",,Агентство,,45 м²,Вторичный,,
2-х комнатная квартира,https://999.md/ru/103986311,,103986311,9,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",Продам,,,71 000 €,1,,1,Квартира с ливингом,4,"Кишинёв мун., Кишинёв, Телецентр, str. Constantin Vârnav, 20/1",Нуждается в ремонте,Агентство,,60 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103017213?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzUzNzkxMDUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMwMTcyMTMiLCJpIjoiODkuMTQ5LjkxLjE3MCIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcmVtaXVtIiwibCI6ImNkMjVlNDlkLTBiNDgtNDEzZi05YWIwLWFjZTRhY2Q1ZmQ3OSIsImUiOiI4OS4xNDkuOTEuMTcwIiwiZyI6InR1cmJvIiwidCI6IjIwMjYtMDQtMDVUMDc6NTE6NDUuMjg4NzYxMzIyWiJ9fQ.MfxKxHY_3NgjtBbWVdAR4cZ_-XtHMxZoFJiJ3J4iRa0&adType=booster,,103017213,10,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Продам,,,47 736 €,1,,1,,7,"Кишинёв мун., Дурлешты, Центр, str. Nicolae Dimo, 24a",Незавершенное cтроительство,Застройщик,,47 м²,Новострой,,
1-комнатная квартира,https://999.md/ru/103471289,,103471289,16,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Продам,,,73 700 €,1,,1,Квартира с ливингом,7,"Кишинёв мун., Кишинёв, Рышкановка, str. Calea Mosilor, .",Белый вариант,Агентство,,46 м²,Новострой,,
2-х комнатная квартира,https://999.md/ru/103417436,Oткрытое,103417436,5,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",Продам,Индивидуальная,,89 900 €,1,,1,Квартира с ливингом,1,Расположение,Eвроремонт,Агентство,Kотельцовый,46 м²,Вторичный,,
