Тип здания,Высота потолков,link,Состояние квартиры,id,Количество комнат,Планировка,Жилой фонд,Количество этажей,Автор объявления,price,Адрес,Застройщик,Этаж,title,Балкон / лоджия,Общая площадь,Площадь кухни,Парковочное место,Жилая площадь,Санузел,Ливинг,Тип
Kирпичный,,https://999.md/ru/100408670?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDA0MDg2NzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiJwcmVtaXVtIiwibCI6ImFhNzRmNTFlLTNjZmItNDJmZC1hNGJlLWE3MmI4ODczYTA4ZSIsImUiOiI4OS4xNDkuOTMuMTM5IiwiZyI6ImxpdGUiLCJ0IjoiMjAyNi0wNC0yMFQxMTozMjowMi4xNTg4NTg4NjVaIn19.GiLfZOteq5eINGA7tfR1ikuVJ_aUpkBIaSQ8by60GFs&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,,100408670,1-комнатная квартира,,Вторичный,2,Застройщик,449 MDL,"Кишинёв мун., Кишинёв, Центр, ул. Букурешть, 7",,1,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,20 м²,,,,,,Сдаю посуточно
,,https://999.md/ru/104110932?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjIsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQxMTA5MzIiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYjQ3ZjQxOTEtZWRkOC00MmQxLWIxZWEtMmQ5OGFlYWRmNjViIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMTozMjowMi4xNTg5MzU4MjRaIn19.gg3EINSp-phb2ep1l5yp4b9-yW_La771sF86bJ5DYFU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=5,Eвроремонт,104110932,1-комнатная квартира,,Вторичный,9,Агентство,530 €,"Кишинёв мун., Кишинёв, Центр, str. Albișoara, 14",,7,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,33 м²,,,,1,,Сдаю помесячно
Kирпичный,,https://999.md/ru/103454687?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjIsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM0NTQ2ODciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiM2ZkMzhiNmQtZTRjYy00NDAwLThmMWItMjBmY2YwOGU4NmE0IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMTozMjowMi4xNTg5NjM0MDJaIn19.g5s_p-2Z1szXpXhHQn2b1kOkKaXXYeL9u1Gy8MVxyQQ&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,Eвроремонт,103454687,2-х комнатная квартира,,Новострой,14,Агентство,205 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vasile Lupu, 28",Exfactor-grup,2,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,70 м²,,,,1,Квартира с ливингом,
,,https://999.md/ru/104092667?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjIsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwOTI2NjciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNWMwZWRhN2ItOTYzOC00ODQ1LTk2Y2EtOWU0ZmY0YmM1YzFlIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjAyLjE1ODk3NjMxOVoifX0.KeXzs0M-i0hBl9Y4SMBNMgix5rOaXbInQnMLGTna_PY&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=7,Eвроремонт,104092667,2-х комнатная квартира,,Вторичный,16,Частное лицо,110 000 €,"Кишинёв мун., Кишинёв, Скулянка, str. Calea Ieșilor, 16/1",,9,"2-х комнатная квартира,  Скулянка,  Кишинёв,  Кишинёв мун.",,50 м²,,Oткрытое,50 м²,1,Квартира с ливингом,
,,https://999.md/ru/103796425?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3OTY0MjUiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiZWM0YWJhZDgtMTA4ZS00NzM0LWJlOGUtYzI2ZWQ0M2VkNzQ5IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjAxLjgwNzMzMTQ4NFoifX0.Q6DvMp5MHIqzRWa_YB_3-CJIFIwIA5pkAyo_Hq4EOF8&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=802,,103796425,2-х комнатная квартира,,Новострой,10,Агентство,124 000 €,"Кишинёв мун., Дурлешты, Центр, str. Cartuşa, 95/3",,9,"2-х комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",,71 м²,,,,,,
,,https://999.md/ru/102299574?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDIyOTk1NzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiIiLCJsIjoiMjQxNWEzMTItZWNjMy00OWMzLWEyZGYtZjA1YmVhMGZlMWMxIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjAxLjgwNzQ4MzIxN1oifX0.B8w0X22VoDkWTJ1vE3u-TkxJqD9A7jIE3cgfgiGfcYM&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=826,Eвроремонт,102299574,1-комнатная квартира,,Вторичный,5,Частное лицо,450 €,"Кишинёв мун., Кишинёв, Буюканы, str. Paris, 34/3",,3,"1-комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",1,35 м²,,,,1,,Сдаю помесячно
Kотельцовый,270 см,https://999.md/ru/102553787?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI1NTM3ODciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2lubGluZSIsIngiOiJwcm8iLCJsIjoiMjc5ZWMzOWUtNDFkOS00NDNjLTllZmMtYzQ4YmJiM2IzYjIzIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMTozMjowMS44MDc1OTUwMzdaIn19.bhFmtqNnTHVrulq0kqM2QPdDZQO3rn1mhAZSFJRcd2Y&placement=ADS_LIST_INLINE_REDESIGN&adType=booster&location=subcategory&index=840,Индивидуальный дизайн,102553787,1-комнатная квартира,Ст (Сталинка),Вторичный,4,Частное лицо,76 900 €,"Кишинёв мун., Кишинёв, Рышкановка, ул. Думитру Рышкану, 3",,3,"1-комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",Нет,34 м²,,Oткрытое,,1,Квартира с ливингом,Продам
Ячеистый Бетон,286 см,https://999.md/ru/102831391?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI4MzEzOTEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcmVtaXVtIiwibCI6ImFlOTQxZTRiLTE4MGUtNGVjYS1hOTE2LTNhZWVhMmNiMzBmMSIsImUiOiI4OS4xNDkuOTMuMTM5IiwidCI6IjIwMjYtMDQtMjBUMTE6MzI6MDEuODAyODU0MjA4WiJ9fQ.VKDF2ODLUW-6N6J3JGxXSuVK5U0I1excBuavVpqjkU0&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=11,Белый вариант,102831391,1-комнатная квартира,,Новострой,6,Застройщик,58 986 €,"Кишинёв мун., Дурлешты, Центр, str. Durlești, 8",Astercon,1,"1-комнатная квартира,  Центр,  Дурлешты,  Кишинёв мун.",Нет,41 м²,13 м²,Гараж,,1,Квартира без ливинга,Продам
,,https://999.md/ru/104080588?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwODA1ODgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMDgxY2NlYTAtY2Y3MC00ZGUyLWFlYjctMDhjZjk0NDkyNDNjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjAxLjgwMjg3NjQ1OFoifX0.q3MZDi20weMDHb15kqA-U_ohyWjunTt5DkqhVgKvEcE&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=12,Eвроремонт,104080588,2-х комнатная квартира,,Новострой,10,Частное лицо,133 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ioana Radu, 27/6",Inamstro,5,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,46 м²,,,,1,Квартира с ливингом,Продам
Бетон,,https://999.md/ru/103219606?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjEsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDMyMTk2MDYiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiMjJiMGMxNWQtM2E5Ni00YWI4LTgwMTItMTU5YzRmYjk3MDU2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjAxLjgwMjMwMjc1MloifX0.ihkdcn8sfVl6piKJwEhB2T8N2QwuoP0nszqvpd9241o&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=3,Eвроремонт,103219606,1-комнатная квартира,,Новострой,15,Частное лицо,115 000 €,"Кишинёв мун., Кишинёв, Центр, str. Nicolae Testemitanu, 3",Eldorado Terra,5,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,41 м²,,,,,Квартира с ливингом,Продам
,,https://999.md/ru/103739198?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjEsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM3MzkxOTgiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiJwcm8iLCJsIjoiNmI2MDE0NmItOGVkNS00NmYyLWE1NTQtNWU1NjAzZTFmNjUwIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMTozMjowMS44MDI0OTgxMDRaIn19.1Mf2oufN2sUi4h-QORPl-ODUQCZzvLLn0crdTtXjuWQ&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=5,Eвроремонт,103739198,2-х комнатная квартира,,Новострой,13,Агентство,136 900 €,"Кишинёв мун., Кишинёв, Чокана, bd. Mircea cel Bătrân, 46",,10,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,65 м²,,,,,,Продам
,,https://999.md/ru/103806561?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzMjEsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MDY1NjEiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2Zvb3RlciIsIngiOiIiLCJsIjoiM2YyY2EzNzItMjY4ZS00YjFiLWFkMWQtODhhMjhlNmE0NzRkIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJ0IjoiMjAyNi0wNC0yMFQxMTozMjowMS44MDI2NTkwOTlaIn19.YAiVh1XnTdyDR--geoIxFxERvvG_Jxx1-Nirhg9y_7o&placement=ADS_LIST_FOOTER_REDESIGN&adType=booster&location=subcategory&index=8,,103806561,3-х комнатная квартира,,Новострой,5,Агентство,1 350 €,Расположение,,2,"3-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,125 м²,,,,,Квартира с ливингом,Сдаю помесячно
Kотельцовый,,https://999.md/ru/60992536?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzNDUsIkMiOnsiciI6MSwiYiI6MTAwLCJjIjoyNzAsInoiOjE0MDQsImEiOiI2MDk5MjUzNiIsImkiOiI4OS4xNDkuOTMuMTM5IiwicyI6ImRlc2t0b3AiLCJwIjoiYWRzX2xpc3RfaGVhZGVyIiwieCI6IiIsImwiOiJhMTlmNzk3Yi1mMjE5LTQ2YmYtOWU2ZS03OWY2YTBmNDJjYzgiLCJlIjoiODkuMTQ5LjkzLjEzOSIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjI1LjU4NjE5NjQ4WiJ9fQ.Ra8vA3PzVZEpXu6T_qdNulF7QFKYBKGHXdeAI65omcU&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=12,Индивидуальный дизайн,60992536,1-комнатная квартира,,Новострой,1,Частное лицо,700 MDL,Расположение,,1,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,25 м²,,Oткрытое,,1,,Сдаю посуточно
Mонолитный,,https://999.md/ru/101760534?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzNDUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDE3NjA1MzQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiZjU3OWVkODEtMzA4OS00OTdhLTk3NjAtOGFjOTlhYTJkOTZiIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoidHVyYm8iLCJ0IjoiMjAyNi0wNC0yMFQxMTozMjoyNS41ODU4MjQxMjlaIn19.8uUV9AYT735XNTzDPw3iysY2UhQDEiM8kLNf86B35uc&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=1,Eвроремонт,101760534,3-х комнатная квартира,Индивидуальная,Вторичный,13,Частное лицо,135 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Vissarion Belinski, 61",,8,"3-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,85 м²,,,82 м²,,Квартира с ливингом,Продам
Бетон,,https://999.md/ru/104033884?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzNDUsIkMiOnsiciI6MSwiYiI6MTgwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDQwMzM4ODQiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiYjhjMjRiZmItNGVhNy00NjFmLWJmZWQtZTQ0M2IzZDA0MDI2IiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoicGx1cyIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjI1LjU4NTg5MjQ1WiJ9fQ.mUSgueCVBEMk0Cc7tWbyCPSwUo9ICspYvH6I4kU5cNM&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=3,Eвроремонт,104033884,3-х комнатная квартира,Мс (Молд. Серия),Вторичный,9,Частное лицо,89 900 €,"Бельцы мун., Бельцы, 10 квартал, str. Suceava, 3",,8,"3-х комнатная квартира,  10 квартал,  Бельцы,  Бельцы мун.",,70 м²,,,67 м²,,Квартира с ливингом,Продам
Бетон,350 см,https://999.md/ru/102686630?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzNDUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDI2ODY2MzAiLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiMmI3MjU4OGYtMzBhZi00OWIzLWE2ZTUtZjcyNjExZGFiYzRjIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjI1LjU4NTkyNjc1OFoifX0.GXM89bgRZ7eyxV9aDiUtt1m0OixAeNYtnDKT0nFfMC0&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=4,Eвроремонт,102686630,1-комнатная квартира,,Новострой,14,Агентство,799 MDL,"Кишинёв мун., Кишинёв, Ботаника, str. Nicolae Testimiteanu , 3\10",,2,"1-комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,55 м²,,,,1,,Сдаю посуточно
Kомбинированный,2550 см,https://999.md/ru/103804617?clickToken=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJleHAiOjE3NzY2ODgzNDUsIkMiOnsiciI6MSwiYiI6MTQwLCJjIjoyNzAsInoiOjE0MDQsImEiOiIxMDM4MDQ2MTciLCJpIjoiODkuMTQ5LjkzLjEzOSIsInMiOiJkZXNrdG9wIiwicCI6ImFkc19saXN0X2hlYWRlciIsIngiOiIiLCJsIjoiNmI2MWY1NGQtM2YxMC00MGMzLWI2MjAtMTZhMGExZGM5NTVmIiwiZSI6Ijg5LjE0OS45My4xMzkiLCJnIjoibGl0ZSIsInQiOiIyMDI2LTA0LTIwVDExOjMyOjI1LjU4NjAxMjQ0WiJ9fQ.75-hlrlwaXrCA17OgDEgo-5B_WD4CasrIZDuMuUZ7pI&placement=ADS_LIST_HEADER_REDESIGN&adType=booster&location=subcategory&index=6,Индивидуальный дизайн,103804617,2-х комнатная квартира,,Вторичный,5,Частное лицо,130 000 €,"Кишинёв мун., Кишинёв, Ботаника, bd. Cuza Vodă, 38/2",,4,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,56 м²,,Oткрытое,56 м²,1,Квартира с ливингом,Продам
Kирпичный,,https://999.md/ru/104096043?location=subcategory&index=878,Eвроремонт,104096043,2-х комнатная квартира,,Новострой,11,Агентство,228 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 13",Exfactor-grup,4,"2-х комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,86 м²,,,,,Квартира с ливингом,
Kирпичный,,https://999.md/ru/104095924?location=subcategory&index=881,Eвроремонт,104095924,2-х комнатная квартира,,Новострой,12,Агентство,199 000 €,Расположение,Exfactor-grup,10,"2-х комнатная квартира,  Чокана,  Кишинёв,  Кишинёв мун.",,68 м²,,,,,Квартира с ливингом,
,,https://999.md/ru/104056858?location=subcategory&index=883,Eвроремонт,104056858,3-х комнатная квартира,,Новострой,10,Частное лицо,112 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Sarmizegetusa, 53E",,5,"3-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",2,48 м²,,,,1,,Продам
Kирпичный,290 см,https://999.md/ru/102633894?location=subcategory&index=886,Индивидуальный дизайн,102633894,3-х комнатная квартира,,Новострой,3,Частное лицо,349 900 €,"Кишинёв мун., Кишинёв, Телецентр, 1-й пер. Чокырлией, 5/1",Sky House,3,"3-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,115 м²,,Гараж,,2,Квартира с ливингом,Продам
Бетон,,https://999.md/ru/102865508?location=subcategory&index=889,Белый вариант,102865508,1-комнатная квартира,Индивидуальная,Новострой,8,Частное лицо,76 560 €,"Кишинёв мун., Кишинёв, Центр, ул. Пан Халиппа, 2",Kirsan,7,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,44 м²,12 м²,,32 м²,1,,
,,https://999.md/ru/103895270?location=subcategory&index=890,Белый вариант,103895270,1-комнатная квартира,,Новострой,15,Частное лицо,184 900 €,"Кишинёв мун., Кишинёв, Центр, bd. Stefan cel Mare si Sfint, 171/3",Solomon Construct Imobil,13,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,47 м²,,Подземная,47 м²,1,Квартира с ливингом,Продам
,,https://999.md/ru/103376557?location=subcategory&index=891,Белый вариант,103376557,1-комнатная квартира,,Новострой,9,Застройщик,58 220 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",Lagmar Impex,4,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",,41 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/100137039?location=subcategory&index=893,Белый вариант,100137039,3-х комнатная квартира,,Новострой,10,Застройщик,103 721 €,"Кишинёв мун., Кишинёв, Старая Почта, str. Ceucari, 14",,1,"3-х комнатная квартира,  Старая Почта,  Кишинёв,  Кишинёв мун.",2,86 м²,,,,2,Квартира с ливингом,Продам
,,https://999.md/ru/104076455?location=subcategory&index=894,Eвроремонт,104076455,2-х комнатная квартира,,Новострой,9,Частное лицо,259 900 €,"Кишинёв мун., Кишинёв, Центр, str. Grigore Alexandrescu, 3/A",,3,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",Нет,70 м²,,,70 м²,1,Квартира с ливингом,Продам
,290 см,https://999.md/ru/103742561?location=subcategory&index=895,Eвроремонт,103742561,2-х комнатная квартира,,Новострой,8,Застройщик,179 000 €,"Кишинёв мун., Кишинёв, Ботаника, ул. Ворничень, 3",Estate Invest Company,2,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,60 м²,,Oткрытое,,1,Квартира с ливингом,Продам
Kотельцовый,,https://999.md/ru/103667306?location=subcategory&index=896,Eвроремонт,103667306,2-х комнатная квартира,,Новострой,8,Застройщик,149 800 €,"Кишинёв мун., Кишинёв, Телецентр, str. Nicolae Testemițanu, 37",AMIC,1,"2-х комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",2,82 м²,,Oткрытое,,2,Квартира с ливингом,Продам
Бетон,290 см,https://999.md/ru/103722518?location=subcategory&index=897,Eвроремонт,103722518,1-комнатная квартира,,Новострой,13,Застройщик,140 000 €,"Кишинёв мун., Кишинёв, Центр, ул. Каля Ешилор, 4",Inamstro,3,"1-комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,48 м²,,,,1,Квартира с ливингом,Продам
,,https://999.md/ru/103594002?location=subcategory&index=898,Косметический pемонт,103594002,2-х комнатная квартира,143,Вторичный,9,Агентство,93 000 €,"Кишинёв мун., Кишинёв, Центр, Albisoara, 76",,5,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,52 м²,,Oткрытое,,2,,Продам
,,https://999.md/ru/103614410?location=subcategory&index=899,Eвроремонт,103614410,2-х комнатная квартира,143,Вторичный,10,Агентство,99 900 €,"Кишинёв мун., Кишинёв, Центр, bd. Dimitrie Cantemir, 3",,9,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",1,52 м²,,,,1,,Продам
,,https://999.md/ru/101592471?location=subcategory&index=900,Eвроремонт,101592471,2-х комнатная квартира,Индивидуальная,Новострой,12,Агентство,116 000 €,"Кишинёв мун., Кишинёв, Рышкановка, str-la 1 Florarii;str-la 1 Florării, .",,11,"2-х комнатная квартира,  Рышкановка,  Кишинёв,  Кишинёв мун.",,61 м²,,Oткрытое,,1,,Продам
,,https://999.md/ru/101685632?location=subcategory&index=901,Белый вариант,101685632,3-х комнатная квартира,Индивидуальная,Новострой,7,Агентство,114 227 €,Расположение,,5,"3-х комнатная квартира,  Дурлешты,  Кишинёв,  Кишинёв мун.",1,96 м²,,Oткрытое,,2,Квартира с ливингом,
Kирпичный,,https://999.md/ru/102059534?location=subcategory&index=902,Белый вариант,102059534,1-комнатная квартира,,Новострой,9,Частное лицо,56 133 €,"Кишинёв мун., Кишинёв, Телецентр, șos. Hâncești, 142",,3,"1-комнатная квартира,  Телецентр,  Кишинёв,  Кишинёв мун.",1,42 м²,,Подземная,,1,Квартира с ливингом,
,,https://999.md/ru/103730787?location=subcategory&index=903,,103730787,4-x комнатная квартира,,Новострой,10,Агентство,470 000 €,"Кишинёв мун., Кишинёв, Буюканы, str. Ion Buzdugan, 2/A",,10,"4-x комнатная квартира,  Буюканы,  Кишинёв,  Кишинёв мун.",,312 м²,,,,,,
,,https://999.md/ru/103722367?location=subcategory&index=904,Eвроремонт,103722367,2-х комнатная квартира,,Новострой,7,Застройщик,320 000 €,"Кишинёв мун., Кишинёв, Центр, str. Mihai Viteazul, 10",,2,"2-х комнатная квартира,  Центр,  Кишинёв,  Кишинёв мун.",,115 м²,,,,2,Квартира с ливингом,
Mонолитный,,https://999.md/ru/103959392?location=subcategory&index=907,Eвроремонт,103959392,2-х комнатная квартира,Брж (Брежневка),Вторичный,5,Застройщик,96 000 €,"Кишинёв мун., Кишинёв, Ботаника, str. Grenoble, 163/2",,2,"2-х комнатная квартира,  Ботаника,  Кишинёв,  Кишинёв мун.",1,46 м²,7 м²,Oткрытое,39 м²,1,,Продам
