rooms,parcing_space,layout,price,balcony,bathroom,living,apartment_condition,author,building_type,housing_stock,developer,total_floors,floor,region,city,sector,street,area
2-х комнатная квартира,Oткрытое,,130000.0,1,1,Квартира с ливингом,Индивидуальный дизайн,Частное лицо,Kомбинированный,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 38/2,56
2-х комнатная квартира,,,174900.0,,,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 25,71
2-х комнатная квартира,Oткрытое,Индивидуальная,130000.0,2,1,Квартира с ливингом,Сдан в эксплуатацию,Частное лицо,Kотельцовый,Новострой,,9,6.0,Кишинёв мун.,Дурлешты,Центр,str. Ştefan Vodă 11a,73
2-х комнатная квартира,Oткрытое,,139199.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Ecovzor,14,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Iazului 38,58
2-х комнатная квартира,Гараж,Индивидуальная,86252.0,1,1,Квартира без ливинга,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,64
3-х комнатная квартира,,,153900.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Новострой,Astercon,9,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durleşti 10/D,75
1-комнатная квартира,Oткрытое,Хрущевка,65000.0,,,,Eвроремонт,Застройщик,Kотельцовый,Вторичный,,4,1.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Пандурилор 68,30
2-х комнатная квартира,Oткрытое,Индивидуальная,95000.0,1,1,,Eвроремонт,Агентство,,Вторичный,,16,2.0,Кишинёв мун.,Кишинёв,Ботаника,бул. Траян 23/1,60
2-х комнатная квартира,Oткрытое,,130000.0,1,1,Квартира с ливингом,Индивидуальный дизайн,Частное лицо,Kомбинированный,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 38/2,56
2-х комнатная квартира,,,174900.0,,,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 25,71
2-х комнатная квартира,Oткрытое,Индивидуальная,130000.0,2,1,Квартира с ливингом,Сдан в эксплуатацию,Частное лицо,Kотельцовый,Новострой,,9,6.0,Кишинёв мун.,Дурлешты,Центр,str. Ştefan Vodă 11a,73
2-х комнатная квартира,Oткрытое,,139199.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Ecovzor,14,2.0,Кишинёв мун.,Кишинёв,Старая Почта,str. Iazului 38,58
2-х комнатная квартира,Гараж,Индивидуальная,86252.0,1,1,Квартира без ливинга,Белый вариант,Застройщик,Ячеистый Бетон,Новострой,Astercon,6,2.0,Кишинёв мун.,Дурлешты,Центр,str. Durlești 8,64
3-х комнатная квартира,,,153900.0,,,Квартира с ливингом,Eвроремонт,Частное лицо,Kотельцовый,Новострой,Astercon,9,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Durleşti 10/D,75
1-комнатная квартира,Oткрытое,Хрущевка,65000.0,,,,Eвроремонт,Застройщик,Kотельцовый,Вторичный,,4,1.0,Кишинёв мун.,Кишинёв,Ботаника,ул. Пандурилор 68,30
2-х комнатная квартира,Oткрытое,Индивидуальная,95000.0,1,1,,Eвроремонт,Агентство,,Вторичный,,16,2.0,Кишинёв мун.,Кишинёв,Ботаника,бул. Траян 23/1,60
2-х комнатная квартира,Oткрытое,,130000.0,1,1,Квартира с ливингом,Индивидуальный дизайн,Частное лицо,Kомбинированный,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 38/2,56
2-х комнатная квартира,,,174900.0,,,Квартира с ливингом,Eвроремонт,Агентство,,Вторичный,,9,4.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista 25,71
2-х комнатная квартира,Oткрытое,Индивидуальная,130000.0,2,1,Квартира с ливингом,Сдан в эксплуатацию,Частное лицо,Kотельцовый,Новострой,,9,6.0,Кишинёв мун.,Дурлешты,Центр,str. Ştefan Vodă 11a,73
1-комнатная квартира,,,32900.0,,1,,Eвроремонт,Агентство,,Вторичный,,10,6.0,Кишинёв мун.,Кишинёв,Чокана,str. Igor Vieru 19/1,14
3-х комнатная квартира,,,195000.0,1,1,,Eвроремонт,Агентство,,Новострой,,8,7.0,Кишинёв мун.,Кишинёв,Чокана,bd. Mircea cel Bătrân 42/2,80
1-комнатная квартира,,,35000.0,,1,,Eвроремонт,Агентство,,Вторичный,,5,3.0,Кишинёв мун.,Кишинёв,Чокана,str. Maria Drăgan 18/2,18
1-комнатная квартира,,,67000.0,1,1,Квартира с ливингом,Косметический pемонт,Агентство,,Вторичный,,6,5.0,Кишинёв мун.,Ставчены,Центр,str. Grătiești 10,40
2-х комнатная квартира,,,159900.0,,,,Eвроремонт,Агентство,,Новострой,,10,6.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Bogdan Voievod 7,92
2-х комнатная квартира,,,128900.0,,1,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,9,5.0,Кишинёв мун.,Кишинёв,Телецентр,str. Pietrarilor 16/A,61
3-х комнатная квартира,Oткрытое,,131720.0,1,2,,Белый вариант,Агентство,,Новострой,,6,5.0,Кишинёв мун.,Дурлешты,Центр,Str.Nicolae Dimo **,89
3-х комнатная квартира,Oткрытое,Индивидуальная,149100.0,,2,,Белый вариант,Агентство,,Новострой,,14,5.0,Кишинёв мун.,Кишинёв,Центр,str. Petru Rareș 55/2,114
2-х комнатная квартира,Подземная,,259900.0,Нет,1,,Eвроремонт,Агентство,,Новострой,,9,3.0,Кишинёв мун.,Кишинёв,Центр,str. Grigore Alexandrescu  3A,70
2-х комнатная квартира,,,219900.0,1,2,Квартира с ливингом,Eвроремонт,Агентство,,Новострой,,10,,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni .,140
2-х комнатная квартира,,,75900.0,1,3,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,7,2.0,Кишинёв мун.,Криково,Центр,str. Calea Basarabiei 2A,76
4-x комнатная квартира,,,490000.0,,4 и более,,Eвроремонт,Агентство,,Новострой,,16,16.0,Кишинёв мун.,Кишинёв,Ботаника,str. Burebista -,435
1-комнатная квартира,Подземная,,57890.0,1,1,,Белый вариант,Агентство,Kомбинированный,Новострой,Lagmar Impex,9,5.0,Кишинёв мун.,Кишинёв,Телецентр,șos. Hâncești 142,41
3-х комнатная квартира,Подземная,,249000.0,1,2,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,,9,7.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Academician Sergiu Radautanu 3,117
1-комнатная квартира,Oткрытое,Индивидуальная,110000.0,1,2,,Белый вариант,Агентство,,Новострой,,14,6.0,Кишинёв мун.,Кишинёв,Буюканы,str. Vasile Lupu **,51
1-комнатная квартира,Oткрытое,,81500.0,1,1,,Eвроремонт,Агентство,,Вторичный,,5,5.0,Кишинёв мун.,Кишинёв,Рышкановка,bd. Moscova /,36
3-х комнатная квартира,,,119000.0,,,,,Агентство,,Вторичный,,5,1.0,Кишинёв мун.,Кишинёв,Ботаника,bd. Cuza Vodă 18/1,77
3-х комнатная квартира,Подземная,,99972.0,1,2,Квартира с ливингом,Белый вариант,Застройщик,,Новострой,,4,2.0,Кишинёв мун.,Кишинёв,Телецентр,str. Ialoveni 102,85
2-х комнатная квартира,Oткрытое,,65000.0,1,1,Квартира с ливингом,Косметический pемонт,Частное лицо,,Вторичный,,3,3.0,Кишинёв мун.,Кишинёв,Центр,str. Mitropolit Varlaam 46,46
2-х комнатная квартира,,,109000.0,1,1,Квартира с ливингом,,Застройщик,,Вторичный,,5,3.0,Кишинёв мун.,Кишинёв,Рышкановка,str. Kiev 16/1,45
1-комнатная квартира,,,46900.0,,,,,Агентство,,Вторичный,,5,4.0,Кишинёв мун.,Кишинёв,Чокана,str. Maria Drăgan 18/2,28
2-х комнатная квартира,,,157000.0,2,1,Квартира с ливингом,Eвроремонт,Частное лицо,,Новострой,Gonvaro-Con,9,8.0,Кишинёв мун.,Кишинёв,Центр,str. Vasile Alecsandri 11,72
2-х комнатная квартира,Oткрытое,,82500.0,,1,,Eвроремонт,Застройщик,,Вторичный,,7,6.0,Кишинёв мун.,Кишинёв,Ботаника,str. Independenței 10/4,70
2-х комнатная квартира,Oткрытое,Индивидуальная,111000.0,2,2,,Косметический pемонт,Частное лицо,Kотельцовый,Вторичный,,9,5.0,Кишинёв мун.,Кишинёв,Центр,пр-т Штефан чел Маре ши Сфынт 3,65
